Fid,Temp,Wind,Date_Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Area_accident_occured,Types_of_Junction,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity,Ambulace_Allocated,Ambulace_Pickedup,LATITUDE,LONGITUDE,Label
222.73.28.96-10.42.0.211-80-40239-6,28,0.6,06-11-22 11:32,40,Male,Employee,1-2yr,Pick up upto 10Q,School areas,No junction,Vehicle with vehicle collision,2,4,Going straight,Moving Backward,Slight Injury,No,No,43.02448231,-87.92710297,1
198.105.244.11-10.42.0.42-80-42891-6,28,3.1,06-11-22 11:34,45,Male,Owner,5-10yr,Other,Residential areas,No junction,Vehicle with vehicle collision,2,4,Going straight,No priority to pedestrian,Slight Injury,No,No,43.17677608,-88.11137519,1
10.42.0.211-23.194.140.226-60513-80-6,28,2.6,06-11-22 11:38,45,Male,Owner,Above 10yr,Stationwagen,Office areas,No junction,Vehicle with vehicle collision,2,4,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,43.17827746,-88.02238769,0
10.42.0.211-10.42.0.1-53797-53-17,27,2.1,06-11-22 11:40,45,Male,Owner,Below 1yr,Pick up upto 10Q,Office areas,No junction,Vehicle with vehicle collision,2,4,Other,Changing lane to the left,Slight Injury,No,No,43.09106503,-88.03110926,1
10.42.0.151-104.192.110.245-49042-443-6,28,4.5,06-11-22 11:42,40,Female,Owner,5-10yr,Lorry (41?100Q), Church areas,No junction,Vehicle with vehicle collision,1,1,Other,Getting off the vehicle improperly,Slight Injury,Yes,Yes,45.18967,-90.590121,0
10.42.0.151-10.42.0.1-38577-53-17,28,4.5,06-11-22 11:43,40,Male,Employee,Above 10yr,Lorry (41?100Q),Residential areas,Y Shape,Rollover,2,1,Going straight,No distancing,Slight Injury,Yes,Yes,45.45517357,-91.11984204,0
10.42.0.1-10.42.0.42-53-20713-17,27,3.2,06-11-22 11:44,45,Male,Employee,Below 1yr,Automobile,Office areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,43.62421,-89.231731,0
10.42.0.211-69.147.64.34-40688-443-6,28,3.9,06-11-22 11:46,45,Female,Employee,1-2yr,Automobile,Residential areas,Y Shape,Collision with roadside objects,2,1,Getting off,Changing lane to the right,Slight Injury,No,No,43.10117174,-87.91531329,1
172.217.11.10-10.42.0.211-443-39988-6,29,3.9,06-11-22 11:50,40,Male,Employee,Above 10yr,Pick up upto 10Q,Other,Y Shape,Collision with pedestrians,2,1,Going straight,Moving Backward,Slight Injury,Yes,Yes,44.06786003,-89.14120103,0
180.149.135.239-10.42.0.211-80-44725-6,21,4,06-11-22 11:50,30,Male,Owner,Above 10yr,Pick up upto 10Q,Other,No junction,Vehicle with vehicle collision,1,1,Going straight,Driving at high speed,Slight Injury,No,No,42.71415362,-87.81698115,1
183.79.250.123-10.42.0.211-443-36973-6,23.1,2.9,06-11-22 11:51,40,Male,Employee,Above 10yr,Lorry (41?100Q),Residential areas,No junction,Vehicle with vehicle collision,2,4,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,43.38989854,-90.19784837,0
172.217.10.106-10.42.0.151-443-56865-6,23,2,06-11-22 11:55,50,Male,Employee,No Licence,Public (12 seats), Industrial areas,No junction,Vehicle with vehicle collision,2,4,Going straight,Changing lane to the right,Slight Injury,No,No,44.62366,-88.906911,1
162.208.22.39-10.42.0.211-443-35853-6,23.1,2.9,06-11-22 11:58,40,Male,Employee,1-2yr,Other,Other,No junction,Vehicle with vehicle collision,2,4,Going straight,No distancing,Slight Injury,Yes,Yes,43.55699833,-90.20786194,0
10.42.0.211-23.219.23.167-36347-80-6,23.2,2.6,06-11-22 12:00,60,Male,Owner,1-2yr,Stationwagen,Office areas,No junction,Vehicle with vehicle collision,2,4,Getting off,Changing lane to the right,Slight Injury,No,No,44.3569,-91.256341,1
10.42.0.42-106.39.162.36-49602-80-6,26,5.1,06-11-22 12:00,60,Male,Owner,Below 1yr,Automobile,Other,Y Shape,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury,No,No,40.2004019,-105.0727264,1
10.42.0.42-59.38.112.48-46089-443-6,22,4.5,06-11-22 12:08,55,Male,Owner,1-2yr,Automobile,Other,Y Shape,Vehicle with vehicle collision,3,2,Going straight,No distancing,Serious Injury,Yes,Yes,29.74204697,-95.50021792,0
10.42.0.151-31.13.80.8-55903-443-6,29,4.1,06-11-22 12:13,35,Male,Owner,2-5yr,Lorry (41?100Q),Other,Y Shape,Collision with roadside objects,3,2,Other,Changing lane to the right,Serious Injury,No,No,37.27680989,-107.8775926,1
183.79.248.252-10.42.0.211-443-55921-6,30,1.3,06-11-22 12:14,45,Male,Owner,5-10yr,Stationwagen,Other,Y Shape,Rollover,3,2,Going straight,Driving carelessly,Serious Injury,Yes,Yes,33.07260164,-97.09240746,0
172.217.10.77-10.42.0.151-443-52196-6,22,1.3,06-11-22 12:23,65,Male,Owner,Above 10yr,Lorry (41?100Q),Office areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury,Yes,Yes,39.62365892,-104.8791525,0
173.194.175.138-10.42.0.211-443-48537-6,34.3,2,06-11-22 12:23,50,Male,Owner,2-5yr,Public (> 45 seats),Other,Y Shape,Collision with pedestrians,2,1,Going straight,Changing lane to the right,Slight Injury,No,No,32.53550742,-94.71937437,1
203.205.158.37-10.42.0.42-80-38829-6,41,1.4,06-11-22 12:30,35,Female,Owner,Above 10yr,Automobile,,Y Shape,Vehicle with vehicle collision,1,1,Going straight,Overturning,Slight Injury,No,No,41.45457748,-73.0361653,1
206.126.112.142-10.42.0.151-443-58189-6,35,5.6,06-11-22 12:31,50,Male,Owner,5-10yr,Automobile,Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,29.19842151,-95.42995462,0
10.42.0.211-10.42.0.1-30870-53-17,33,4.1,06-11-22 12:49,60,Male,Owner,1-3yr,Automobile,Other,Y Shape,Collision with pedestrians,2,1,Reversing,Moving Backward,Slight Injury,No,No,41.56798197,-73.04073569,1
10.42.0.211-31.13.71.1-33526-443-6,34,2.2,06-11-22 12:58,40,Female,Owner,5-10yr,Car,Office areas,Y Shape,Collision with pedestrians,2,1,Other,No distancing,Slight Injury,Yes,Yes,32.79752283,-96.61274098,0
192.229.173.173-10.42.0.211-443-41364-6,32,2.4,06-11-22 13:03,45,Male,Owner,Below 1yr,Lorry (41?100Q),Office areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Overturning,Slight Injury,No,No,41.23799482,-73.00977582,1
10.42.0.211-23.206.125.17-50467-80-6,32,5.6,06-11-22 13:12,30,Male,Owner,2-5yr,Lorry (41?100Q), Church areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury,Yes,Yes,32.19860945,-95.83521994,0
192.229.173.173-10.42.0.211-80-44483-6,32,3.4,06-11-22 13:48,20,Male,Employee,2-5yr,Automobile,Office areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,No,No,29.58723457,-98.64509785,1
10.42.0.211-95.213.11.133-42172-443-6,30,1.9,06-11-22 13:57,55,Male,Employee,2-5yr,Stationwagen,Office areas,No junction,Vehicle with vehicle collision,4,1,Going straight,Driving at high speed,Slight Injury,Yes,Yes,30.1837575,-97.81711956,0
10.42.0.42-123.125.115.164-53657-443-6,33,3.4,06-11-22 13:57,40,Male,Employee,2-5yr,Public (12 seats),Office areas,No junction,Vehicle with vehicle collision,4,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,25.92279902,-97.50989886,0
172.217.2.106-10.42.0.211-443-35019-6,34,2.1,06-11-22 14:21,40,Male,Employee,5-10yr,Public (12 seats),Office areas,No junction,Collision with roadside objects,4,1,Going straight,Driving carelessly,Slight Injury,Yes,Yes,30.51712038,-97.77490206,0
172.217.11.14-10.42.0.151-443-39087-6,29,6.2,06-11-22 14:29,35,Male,Employee,5-10yr,Automobile,Residential areas,No junction,Vehicle with vehicle collision,4,1,Going straight,No distancing,Slight Injury,Yes,Yes,33.05868187,-96.77326348,0
172.217.10.234-10.42.0.151-443-44837-6,34,8.1,06-11-22 14:36,30,Male,Employee,Above 10yr,Public (12 seats),Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury,Yes,Yes,29.75773878,-95.40789378,0
172.217.10.234-10.42.0.42-443-35816-6,34,4.6,06-11-22 14:44,25,Male,Employee,5-10yr,Public (12 seats),Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,No,No,33.09403527,-96.64588168,1
198.11.132.53-10.42.0.211-80-43428-6,35,5.5,06-11-22 14:47,40,Male,Employee,5-10yr,Lorry (41?100Q),Office areas,Other,Vehicle with vehicle collision,1,1,Moving Backward,Moving Backward,Slight Injury,No,No,32.99737177,-96.8550033,1
172.217.10.10-10.42.0.151-443-59614-6,26,7.1,06-11-22 14:47,40,Male,Employee,Above 10yr,Automobile,Residential areas,No junction,Vehicle with vehicle collision,1,1,Moving Backward,Changing lane to the right,Serious Injury,Yes,Yes,33.38655761,-96.55844453,0
172.217.10.238-10.42.0.151-443-35540-6,35,3.8,06-11-22 14:54,40,Male,Owner,1-3yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,1,1,Turnover,No distancing,Slight Injury,Yes,Yes,32.65779028,-97.11323007,0
172.217.3.106-10.42.0.211-443-46730-6,33,1.8,06-11-22 15:03,40,Male,Owner,5-10yr,Car,Other,No junction,Vehicle with vehicle collision,1,1,Other,Drunk driving,Slight Injury,Yes,Yes,32.76821444,-97.79453778,0
222.73.28.96-10.42.0.42-80-43328-6,33,3.8,06-11-22 15:06,55,Male,Employee,5-10yr,Automobile,Other,Other,Vehicle with vehicle collision,2,2,Other,Changing lane to the right,Slight Injury,No,No,33.01540573,-96.81203606,1
10.42.0.151-31.13.80.5-49445-443-6,32,5.4,06-11-22 15:09,35,Male,Employee,Below 1yr,Stationwagen,School areas,Other,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Slight Injury,No,No,31.98316933,-102.1515679,1
172.217.10.138-10.42.0.211-443-57887-6,29,4.5,06-11-22 15:12,30,Male,Owner,1-3yr,Car,School areas,Other,Vehicle with vehicle collision,2,2,Going straight,Driving to the left,Slight Injury,No,No,32.5954065,-96.89059762,1
10.42.0.211-52.84.143.103-37711-443-6,29,2.8,06-11-22 15:17,40,Male,Employee,5-10yr,Car,School areas,No junction,Vehicle with vehicle collision,2,1,Other,Changing lane to the right,Slight Injury,No,No,30.14079047,-95.50878856,1
10.42.0.151-123.125.46.11-46456-80-6,37,3.9,06-11-22 15:30,40,Male,Employee,5-10yr,Automobile,Residential areas,No junction,Vehicle with vehicle collision,2,1,Other,Changing lane to the right,Slight Injury,No,No,32.91758158,-96.80201852,1
10.42.0.211-10.42.0.1-15769-53-17,28,2.4,06-11-22 15:39,65,Male,Employee,Above 10yr,Stationwagen,Other,No junction,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight Injury,Yes,Yes,29.7540862,-94.92747985,0
172.217.12.206-10.42.0.151-443-60604-6,29,4.1,06-11-22 15:44,40,Male,Employee,Above 10yr,Automobile,Office areas,Crossing,Vehicle with vehicle collision,1,1,Reversing,Changing lane to the left,Slight Injury,No,No,28.95964949,-96.64845099,1
183.61.230.100-10.42.0.211-80-57260-6,28,2.5,06-11-22 15:54,40,Male,Employee,Above 10yr,Other,Other,Y Shape,Vehicle with vehicle collision,2,1,Other,No priority to vehicle,Slight Injury,Yes,Yes,31.76869583,-106.4404199,0
10.42.0.211-123.125.115.190-39711-80-6,29,2.6,06-11-22 16:08,35,Male,Employee,Above 10yr,Other,School areas,Y Shape,Collision with roadside objects,2,1,Turnover,Driving carelessly,Slight Injury,Yes,Yes,33.469804,-94.07979931,0
182.22.24.124-10.42.0.211-443-53949-6,28,1.3,06-11-22 16:11,45,Male,Employee,Above 10yr,Automobile,Other,Y Shape,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Serious Injury,Yes,Yes,32.64887022,-96.9101973,0
203.205.179.172-10.42.0.151-80-37315-6,28,1.6,06-11-22 16:22,40,Male,Employee,Above 10yr,Lorry (41?100Q), Industrial areas,Y Shape,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight Injury,No,No,29.74271527,-95.42703526,1
10.42.0.211-64.71.142.96-53274-443-6,30,1.1,06-11-22 16:25,40,Male,Employee,5-10yr,Lorry (41?100Q),Other,T Shape,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury,Yes,Yes,32.90615869,-96.43759322,0
172.217.10.2-10.42.0.151-443-45772-6,33,5.7,06-11-22 16:26,55,Male,Employee,2-5yr,Lorry (41?100Q),Office areas,T Shape,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,No,No,29.54308721,-98.64017852,1
10.42.0.151-103.43.91.11-46755-443-6,26,3.7,06-11-22 16:36,25,Male,Employee,Below 1yr,Automobile,Other,Y Shape,Collision with pedestrians,2,1,Going straight,Changing lane to the left,Serious Injury,Yes,Yes,31.7414298,-106.366875,0
203.205.158.55-10.42.0.211-80-40692-6,32,3,06-11-22 16:48,40,Male,Employee,Below 1yr,Automobile,Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Serious Injury,No,No,32.80793226,-96.59490396,1
10.42.0.211-77.234.44.79-49485-443-6,25.5,4.3,06-11-22 16:49,40,Female,Employee,2-5yr,Public (13?45 seats), Outside rural areas,Y Shape,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Slight Injury,Yes,Yes,30.31873814,-97.69009261,0
172.217.12.206-10.42.0.151-443-56896-6,28,6.4,06-11-22 16:56,60,Male,Employee,Below 1yr,Public (13?45 seats),Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Serious Injury,No,No,32.92498101,-96.88588302,1
202.77.129.230-10.42.0.211-80-60571-6,29,6.1,06-11-22 17:22,50,Male,Employee,Below 1yr,Lorry (41?100Q),Residential areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,No distancing,Serious Injury,No,No,29.83131863,-95.37571342,1
10.42.0.1-10.42.0.42-53-22294-17,29,5.9,06-11-22 17:25,45,Male,Employee,1-3yr,Lorry (41?100Q),Office areas,Y Shape,Vehicle with vehicle collision,2,1,Other,Changing lane to the right,Slight Injury,Yes,Yes,33.04394382,-96.64905781,0
175.100.207.232-10.42.0.151-80-40393-6,26,3.4,06-11-22 17:26,40,Male,Employee,5-10yr,Public (12 seats),Office areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,No,No,33.11674392,-96.69702512,1
174.35.73.199-10.42.0.211-80-41929-6,27,7.6,06-11-22 17:33,45,Male,Employee,Below 1yr,Other, Hospital areas,No junction,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Slight Injury,Yes,Yes,27.76216657,-97.39265991,0
180.149.134.221-10.42.0.211-80-39629-6,30,4.9,06-11-22 17:39,40,Male,Employee,Below 1yr,Lorry (41?100Q), Industrial areas,Y Shape,Vehicle with vehicle collision,2,1,Moving Backward,Driving carelessly,Slight Injury,Yes,Yes,32.32900214,-95.23491036,0
169.47.42.102-10.42.0.211-443-57250-6,27,2.2,06-11-22 17:43,30,Male,Employee,1-2yr,Automobile,Other,Y Shape,Collision with pedestrians,2,1,Going straight,Driving under the influence of drugs,Slight Injury,No,No,36.93448694,-91.33237867,1
10.42.0.151-10.42.0.1-64304-53-17,28,2.6,06-11-22 17:48,60,Male,Employee,Above 10yr,Other,Office areas,No junction,Vehicle with vehicle collision,1,1,Moving Backward,No distancing,Serious Injury,No,No,29.7400231,-95.73330309,1
10.42.0.211-54.230.49.181-35221-443-6,27,2.1,06-11-22 17:56,60,Male,Employee,Above 10yr,Motorcycle,Office areas,No junction,Vehicle with vehicle collision,2,2,Other,No distancing,Slight Injury,Yes,Yes,26.19851894,-98.30235342,0
172.217.12.163-10.42.0.211-443-49916-6,28,2.8,06-11-22 18:01,60,Male,Employee,Below 1yr,Automobile,Residential areas,No junction,Vehicle with vehicle collision,2,2,Going straight,No priority to vehicle,Slight Injury,No,No,29.60193447,-95.58147958,1
10.42.0.211-10.42.0.1-18177-53-17,40,1.7,06-11-22 18:07,35,Female,Employee,2-5yr,Automobile,Residential areas,Crossing,Vehicle with vehicle collision,4,1,Reversing,Driving to the left,Slight Injury,Yes,Yes,30.35867931,-97.73469321,0
10.42.0.151-104.244.42.129-39686-443-6,37,1.6,06-11-22 19:05,55,Male,Employee,2-5yr,Lorry (41?100Q),School areas,Crossing,Collision with roadside objects,4,1,Going straight,No priority to vehicle,Slight Injury,No,No,32.47953574,-97.379166,1
10.42.0.211-66.231.239.124-56942-443-6,36,1.3,06-11-22 19:10,40,Male,Employee,Above 10yr,Automobile,Other,Crossing,Vehicle with vehicle collision,4,1,Other,No priority to vehicle,Slight Injury,Yes,Yes,30.17842086,-95.543557,0
182.22.67.102-10.42.0.211-443-57057-6,33,2.5,06-11-22 19:12,45,Male,Employee,2-5yr,Public (> 45 seats),  Market areas,Crossing,Vehicle with vehicle collision,4,1,Other,No priority to vehicle,Slight Injury,No,No,31.8609871,-102.380329,1
10.42.0.151-91.190.216.65-41688-12350-6,31,4.4,06-11-22 19:14,40,Male,Employee,2-5yr,Lorry (41?100Q),Office areas,No junction,Vehicle with vehicle collision,1,1,Other,No distancing,Slight Injury,Yes,Yes,29.85741219,-95.6065526,0
203.205.160.20-10.42.0.42-80-48203-6,30,2.9,07-11-22 8:19,35,Male,Employee,1-2yr,Public (> 45 seats), Church areas,Y Shape,Vehicle with vehicle collision,1,1,Stopping,Moving Backward,Slight Injury,Yes,Yes,31.1216683,-97.69177017,0
10.42.0.42-104.118.220.50-41048-443-6,30,3.6,07-11-22 8:40,20,Male,Employee,5-10yr,Lorry (41?100Q), Church areas,Crossing,Vehicle with vehicle collision,3,1,Other,Changing lane to the right,Slight Injury,Yes,Yes,30.51598779,-97.6903857,0
199.59.149.200-10.42.0.211-443-43798-6,39,2.2,07-11-22 9:10,35,Male,Employee,Below 1yr,Lorry (41?100Q),Residential areas,Crossing,Vehicle with vehicle collision,3,1,Other,Driving carelessly,Slight Injury,Yes,Yes,32.89322266,-96.60399252,0
10.42.0.42-23.194.140.226-54691-80-6,24,1.6,07-11-22 9:20,30,Male,Employee,Below 1yr,Lorry (41?100Q),Residential areas,Crossing,Vehicle with vehicle collision,3,1,Other,Changing lane to the left,Slight Injury,Yes,Yes,30.22556199,-95.545949,0
10.42.0.1-10.42.0.42-53-19504-17,29,3,07-11-22 9:24,20,Female,Employee,1-3yr,Public (12 seats),Residential areas,No junction,Collision with roadside objects,1,1,Going straight,No distancing,Serious Injury,No,No,29.59998243,-95.58029666,1
10.42.0.211-64.71.142.125-45895-443-6,27,5.6,07-11-22 9:27,40,Male,Employee,Below 1yr,Public (12 seats),Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,No,No,29.81802645,-97.68332965,1
172.217.12.163-10.42.0.151-443-59707-6,29,5,07-11-22 9:35,30,Male,Employee,1-2yr,Stationwagen,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury,Yes,Yes,33.54555043,-101.8796402,0
10.42.0.211-125.39.133.40-35350-80-6,32,3.9,07-11-22 9:45,40,Male,Employee,2-5yr,Lorry (41?100Q),Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,Yes,Yes,29.52491468,-98.44377488,0
157.240.2.36-10.42.0.151-443-56106-6,30,3.1,07-11-22 9:45,25,Male,Employee,1-2yr,Automobile,Residential areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Overturning,Slight Injury,Yes,Yes,32.74850782,-96.59605019,0
175.100.207.231-10.42.0.211-443-40029-6,28,2.4,07-11-22 9:47,40,Male,Employee,5-10yr,Pick up upto 10Q,Other,No junction,Rollover,4,1,Going straight,No distancing,Serious Injury,No,No,29.77805775,-95.55859264,1
151.101.21.140-10.42.0.211-443-45979-6,30,6.4,07-11-22 9:58,40,Female,Employee,Below 1yr,Automobile, Church areas,No junction,Vehicle with vehicle collision,4,1,Going straight,Changing lane to the right,Serious Injury,No,No,33.00803778,-96.72858531,1
10.42.0.211-23.21.95.195-48374-443-6,25,3.8,07-11-22 10:03,45,Female,Employee,Above 10yr,Public (13?45 seats),Other,No junction,Vehicle with vehicle collision,4,1,Going straight,No priority to vehicle,Serious Injury,No,No,32.839408,-97.073979,1
10.42.0.211-23.15.4.16-56020-80-6,30,4.6,07-11-22 10:04,25,Female,Owner,5-10yr,Public (> 45 seats),Office areas,No junction,Collision with roadside objects,4,1,Going straight,Changing lane to the right,Serious Injury,No,No,32.85999819,-96.926389,1
172.217.12.200-10.42.0.151-443-53203-6,29,5.7,07-11-22 10:11,45,Male,Employee,Below 1yr,Stationwagen,Office areas,Y Shape,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the left,Slight Injury,No,No,32.71857104,-97.41156954,1
172.217.11.2-10.42.0.151-443-49437-6,29,2.3,07-11-22 10:15,50,Male,Employee,5-10yr,Car,Residential areas,Y Shape,Vehicle with vehicle collision,3,1,Going straight,No distancing,Slight Injury,Yes,Yes,29.53856558,-98.39272339,0
10.42.0.151-10.42.0.1-60104-53-17,30,2.4,07-11-22 10:16,40,Male,Owner,5-10yr,Lorry (41?100Q),Other,Y Shape,Vehicle with vehicle collision,3,1,Reversing,No priority to pedestrian,Slight Injury,No,No,33.08545108,-96.72985773,1
